2019060160138,root,1000,70.2,10
zW0Ie,ZfteB,QcP1W,PZ3J0,ASouB,mL0dj,69wsh,LGJOp,KZWRj,eJQPo
69.7,71.0,69.9,70.1,70.2,70.4,70.1,70.2,70.5,69.7
209,ÂÞäÞÁá,350668,2019041006840,73.8,51.4,73.9,73.5,74.1,91.9,82.4,92.0,69.8,83.6,45.6
210,ÖÜè¥,075777,2020120637759,73.8,89.6,79.4,92.7,92.6,45.5,51.1,90.8,50.8,59.8,85.9
211,À×¸Õ¹ã,721883,2021111198335,73.8,83.7,57.3,59.6,88.7,74.4,90.2,55.6,92.0,86.8,49.3
212,ÎÀµÂ´ï,691951,2024120705128,73.8,48.6,56.6,58.2,72.5,77.7,84.1,74.2,90.9,86.5,89.1
213,²·èª,870715,2018050641506,73.7,93.0,91.8,78.6,83.0,48.3,83.7,75.9,75.6,56.1,51.0
214,¼ÆÆ¼ÇÉ,346366,2019010566672,73.7,51.4,84.5,50.9,91.3,61.5,66.7,88.6,76.1,76.7,89.4
215,ÇØÆ½Áú,742542,2019030994254,73.7,65.6,69.7,60.5,92.0,73.6,83.3,90.9,59.5,72.9,69.4
216,»ÆºÉÓý,754069,2019080636954,73.7,47.4,62.8,55.1,82.9,86.7,91.5,76.5,81.2,76.3,76.8
217,°Øæý²Ê,863697,2022040559718,73.7,55.9,70.0,81.5,47.9,75.7,71.9,89.9,83.1,87.5,73.5
218,ÄÂ×Ó,283098,2019071089830,73.6,69.3,81.1,47.7,93.0,90.0,76.8,75.5,70.5,81.3,50.9
219,Ã×Èð,185549,2020050294954,73.6,78.7,76.1,78.5,65.1,91.9,86.1,45.7,69.6,51.1,93.6
220,ÎÀ¹â,275723,2021040772348,73.6,87.3,59.6,71.9,81.2,46.6,84.9,61.0,75.8,78.5,89.4
221,Òü½¡,820481,2021110328134,73.6,68.8,66.8,50.9,94.6,76.0,67.7,67.9,84.4,82.8,75.8
222,ÌÆºÉÍñ,530458,2022070595844,73.6,51.1,74.8,84.1,84.1,90.3,57.7,76.6,75.7,57.0,84.3
223,Ö£ÑÞºÉ,710650,2022110845054,73.6,52.5,94.4,90.0,77.4,49.7,79.3,86.3,72.6,65.0,69.0
224,ÕÂ¹ó½Ü,390310,2023020321009,73.6,70.9,87.6,53.3,61.4,92.4,91.9,73.2,73.8,73.1,58.8
225,»ª·Æ,821568,2023100336843,73.6,83.7,84.9,59.8,47.7,51.0,52.5,91.0,84.1,87.1,93.9
226,¸ðÈØè´,110457,2024050895766,73.6,76.0,56.0,92.0,55.1,90.2,86.2,73.0,81.7,74.5,51.0
227,¼Í¼Î,287862,2018010966237,73.5,47.0,52.9,93.3,79.0,86.8,93.0,84.3,80.7,64.3,53.4
228,¼Æ·Æ,516845,2018021094575,73.5,68.6,57.1,92.5,87.8,50.0,89.8,60.1,62.3,75.2,91.1
229,Íô¹Ú,742667,2018050106735,73.5,85.8,68.4,89.0,84.1,49.8,90.2,90.8,54.2,46.2,76.7
230,·½Ë¼,378345,2019110134514,73.5,81.4,49.3,90.5,52.6,75.9,86.3,87.5,85.5,69.0,57.2
231,×£Éú,772301,2022020090106,73.5,69.1,93.4,54.5,76.6,69.7,58.3,87.8,54.3,83.3,88.5
232,ºØÓÀ¾û,007256,2022110885669,73.5,76.1,84.5,57.7,84.8,76.8,83.3,81.7,55.8,52.2,82.2
233,Ïô·ãº®,827476,2024070947638,73.5,76.4,85.4,58.8,86.0,65.5,79.8,84.0,63.8,52.3,83.5
234,·Ñ»¶ÕÑ,522991,2024101009157,73.5,70.8,74.0,85.8,80.1,50.9,65.4,94.6,58.5,83.3,71.8
235,ÄßÓðÊç,602437,2018081233749,73.4,90.3,72.4,83.1,72.4,77.6,90.8,75.1,47.3,72.2,53.1
236,Îé²ÅéÅ,612826,2022020762661,73.4,81.3,85.1,75.4,46.4,92.3,73.5,89.9,64.6,53.7,71.8
237,ËÎÖÂ,557712,2022090681230,73.4,74.1,53.1,56.1,70.5,57.5,85.4,70.5,89.3,86.8,91.0
238,±åÊ¤Çå,886851,2023080575142,73.4,70.4,87.5,88.5,48.7,49.6,94.6,93.7,54.2,78.8,67.7
239,ÇØÜ°ÇÉ,298132,2024090323229,73.4,93.9,74.1,58.1,69.4,70.5,92.6,59.3,54.7,82.3,78.9
240,±åÐãÝ¼,456898,2024090829832,73.4,90.8,50.2,66.6,89.5,76.7,77.6,48.1,82.7,84.8,67.1
241,·¶Öñ¹ð,104119,2020011121936,73.3,50.7,71.4,57.8,73.1,78.5,50.0,90.6,93.8,85.0,82.5
242,Ã×Æ®çü,220035,2020120603556,73.3,69.1,52.7,78.6,66.5,91.7,49.5,80.8,81.8,79.2,83.6
243,ÕÔ¾²,210761,2022060876156,73.3,63.4,94.5,88.1,75.6,70.1,62.8,47.8,82.4,89.5,59.0
244,ÎºÁ«,289191,2023100179103,73.3,84.5,62.3,62.9,83.8,73.3,74.5,63.0,55.1,91.4,82.3
245,ÁºÖ¾¿¡,222100,2023110770014,73.3,73.3,51.6,71.1,75.4,71.2,61.2,89.1,85.3,78.0,76.7
246,±åÃ·,900132,2018110973242,73.2,63.6,86.7,88.4,81.4,85.2,48.0,76.9,70.2,66.6,64.5
247,µÒèª,731631,2020021193149,73.2,88.7,52.6,63.2,93.3,89.6,69.3,90.7,54.3,70.6,59.9
248,ÎºÌìÌì,269972,2020100677265,73.2,94.1,88.2,73.4,74.0,49.7,56.6,60.1,68.6,80.6,86.9
249,Ó÷³½º½,995995,2021020369525,73.2,89.4,86.7,86.0,69.9,69.7,61.2,46.9,88.2,75.7,58.6
250,ÞÉÇ¿,580072,2021040067229,73.2,55.0,51.0,90.5,62.9,87.0,68.0,91.4,59.6,73.5,92.8
251,ÈÎá°Ý¼,654450,2021080565040,73.2,80.2,85.4,64.1,88.0,63.6,73.6,59.5,45.7,84.2,87.4
252,ÄÂÁáæÂ,903321,2022050482163,73.2,83.2,62.5,80.2,79.0,56.6,49.8,72.8,90.0,87.7,70.5
253,Î¤º®ÇÉ,997211,2024050471167,73.2,76.8,91.5,46.0,78.3,80.0,54.4,73.3,75.9,78.3,77.3
254,ÃÏÁ¦,694605,2024051220520,73.2,91.9,94.9,70.2,69.1,60.0,74.1,93.7,74.3,58.1,45.5
255,Ñ¦·ï,706654,2024060255428,73.2,64.2,82.9,86.6,80.2,86.0,85.2,51.8,50.8,81.6,62.2
256,ËÕÀûÉú,238638,2024060293873,73.2,51.9,77.6,92.7,64.3,73.2,92.6,68.6,48.6,94.4,68.1
257,Òü³½,142592,2020030449209,73.1,88.6,74.5,83.9,49.1,50.8,94.6,82.1,93.9,52.8,60.7
258,ÅËÊ¢²ß,131025,2021020102531,73.1,45.2,73.9,76.5,88.0,81.1,58.1,55.1,92.4,77.4,83.4
259,²ý¸»,743210,2023030671073,73.1,82.6,60.1,68.4,68.2,80.5,77.1,46.4,80.4,84.1,83.1
260,²ÜÐÇ,881708,2023050030869,73.1,86.3,86.8,46.9,57.2,59.0,85.1,94.1,56.3,75.5,84.3
261,ÇØÖ¥»·,437796,2023091189616,73.1,83.9,94.5,75.8,83.7,71.4,70.1,56.2,72.3,45.5,77.6
262,¸ðÏãÀò,215175,2023110137514,73.1,60.9,94.1,49.4,72.3,88.1,55.2,73.8,64.1,83.4,90.1
263,Ö£ÓðÓñ,597465,2018011246556,73.0,45.9,79.0,56.6,85.6,67.9,75.4,57.7,79.1,94.4,88.4
264,Ôª±ò,399911,2018040491132,73.0,89.0,76.4,47.9,67.6,68.6,90.8,73.1,86.3,82.4,48.2
265,ÂÀÖñº®,488647,2019010514710,73.0,77.7,65.4,83.0,60.5,84.9,56.3,84.4,89.8,78.9,48.6
266,·½»¶Äþ,536744,2019100404466,73.0,45.7,52.8,91.1,89.3,88.2,82.4,57.6,84.4,68.3,69.9
267,Ã×Èð,392666,2020120596673,73.0,66.8,54.7,59.6,82.4,71.1,86.5,90.3,83.7,69.1,66.3
268,ÓíÏéÄþ,835962,2021060926252,73.0,79.2,67.5,61.9,56.4,90.7,91.3,72.9,60.8,88.7,60.6
269,Ô¬²ÊÒÕ,162711,2021070201123,73.0,74.9,48.2,80.9,85.4,62.1,89.8,88.7,76.8,73.0,50.3
270,ÎâÌ©,397686,2022040498634,73.0,94.9,94.7,46.5,51.6,75.1,93.3,89.8,72.4,59.5,51.9
271,¹Ë»·,648891,2019030689106,72.9,89.8,60.1,68.1,65.7,88.7,94.0,55.3,62.2,81.1,64.2
272,Ð»ÖÂ,452493,2020080799301,72.9,93.5,76.0,87.4,70.0,52.9,76.4,47.9,84.0,74.9,65.8
273,ÆÝÕê,990640,2021050354027,72.9,62.5,80.4,84.8,90.2,51.0,46.3,80.5,53.1,91.5,88.3
274,ê°Ôª,203919,2024120351936,72.9,55.6,91.4,86.2,61.9,47.8,47.4,81.6,90.3,73.1,93.5
275,Ë®É½·ç,233584,2018020468448,72.8,94.6,86.6,80.3,76.5,52.8,90.5,71.8,48.2,55.6,70.8
276,Ñ¦ÐÅÈÊ,437758,2018040945831,72.8,75.2,46.6,88.9,84.0,82.0,47.4,92.5,75.6,79.3,56.5
277,ÞÉ¸»È«,937832,2019070383228,72.8,48.6,76.0,88.4,57.8,71.0,77.0,80.1,54.7,93.4,81.2
278,Éò°®ÔÂ,425949,2020080674942,72.8,66.1,75.5,67.2,56.7,80.8,93.1,72.5,85.5,46.3,83.9
279,¸ð´¿,614551,2022090885116,72.8,74.5,94.9,52.5,47.0,49.5,84.6,68.1,87.4,92.1,77.5
280,ÉÛÓ¢,250391,2023031099163,72.8,88.9,49.6,79.7,61.0,75.3,74.5,74.1,73.9,56.7,94.0
281,ÕÅ²ÅÐÛ,279297,2019090439717,72.7,76.6,78.1,79.8,54.2,64.4,56.4,49.3,93.1,84.9,90.5
282,ÌÆ¾§,011396,2019110459659,72.7,70.5,77.5,53.5,78.7,73.1,54.1,92.3,77.5,67.0,83.0
283,Àî¹ó,602038,2020050643832,72.7,72.3,48.3,73.1,78.2,82.1,87.5,65.9,75.0,49.8,94.6
284,¼ÍµÂ,583534,2020081193450,72.7,94.4,60.2,56.3,87.4,80.0,82.2,61.5,46.7,79.3,79.0
285,¿µè´,325990,2024031129036,72.7,59.8,81.2,82.5,66.5,75.3,70.0,60.6,82.4,87.4,61.3
286,ÌÕÒ¶,479946,2024100524622,72.7,91.7,87.9,57.5,91.6,64.9,55.8,47.5,65.9,70.5,93.7
287,ÆîÀöÃÎ,164961,2024100966123,72.7,58.2,53.7,64.7,93.7,88.0,89.0,63.3,92.2,64.9,59.0
288,ê°ö°Þ±,316745,2018011254557,72.6,89.4,85.9,58.2,64.1,85.5,62.0,76.8,55.4,89.8,58.6
289,Ñî²Å,991203,2018050510343,72.6,79.5,76.6,94.5,77.6,86.8,53.8,52.2,48.2,64.9,91.9
290,Óá·¼,759167,2019051046741,72.6,60.6,61.4,92.1,57.8,79.2,77.2,52.8,86.7,74.9,83.3
291,Ì¸ÇÚÝº,433917,2019070801748,72.6,76.2,80.6,65.7,90.1,56.2,93.9,92.8,46.6,75.4,48.4
292,¸ðÊÀÊ¿,687910,2019101041031,72.6,79.4,48.7,89.8,91.5,72.7,70.0,66.5,89.4,62.7,55.0
293,Æ½Ñãæ¼,671937,2019110783750,72.6,45.2,93.0,89.5,51.6,54.6,90.3,60.0,76.8,71.6,93.4
294,Óà¾ýÂ¶,469474,2020060117438,72.6,62.3,79.0,58.3,78.8,56.1,75.2,82.7,77.4,63.9,91.9
295,ñ¼²ßÌÚ,273221,2023080682167,72.6,65.3,84.7,61.0,94.0,69.9,84.8,52.0,63.8,70.2,80.1
296,Äßæý,435398,2024100799850,72.6,60.8,74.3,83.8,94.7,90.5,66.1,87.4,59.9,54.8,53.8
297,ÇØ½¨,426309,2018030640969,72.5,57.4,89.8,79.6,48.8,75.2,84.7,79.4,62.4,60.9,86.5
298,Åíæµ¿É,098086,2018060178669,72.5,77.8,60.5,92.9,49.0,63.0,65.6,91.3,70.0,78.3,76.6
299,Ê·Áú,980557,2018090515770,72.5,50.7,66.2,76.3,95.0,71.3,74.9,70.3,84.2,50.1,85.7
300,ºÂ·å,010196,2018110749626,72.5,53.5,88.6,52.2,61.5,91.4,78.3,79.3,84.0,62.8,73.9
301,¼ÆË¼åû,208318,2019021161847,72.5,81.7,72.1,73.9,90.2,61.0,78.9,52.0,63.6,70.6,81.3
302,Âí»·,505091,2020081079120,72.5,80.0,52.6,53.1,79.2,61.4,88.2,76.6,93.5,65.6,75.2
303,ÔÆÀûÑ×,613892,2020111219251,72.5,85.9,72.9,73.0,90.8,86.8,50.5,53.5,79.7,84.5,46.9
304,ÆîÐÂ,266633,2022071203371,72.5,83.1,47.1,64.8,71.6,46.1,85.2,87.5,84.8,72.5,81.8
305,ÎâÕä¿É,256865,2023011086560,72.5,57.8,73.5,64.1,69.1,88.7,49.5,65.2,93.1,92.8,71.5
306,ÐÜ´¿,641001,2023020190172,72.5,75.9,94.2,64.7,75.7,91.6,58.7,91.0,55.9,70.2,47.1
307,Á®»Ô±£,973043,2023030044334,72.5,57.2,77.4,85.9,59.1,47.4,92.0,61.4,90.9,92.3,61.9
308,½¯Ñþ,003828,2023050902803,72.5,67.2,54.6,59.6,60.6,80.4,86.8,81.7,66.0,74.0,94.6
309,¿µ½¨ÓÂ,982129,2024050652968,72.5,57.9,65.7,78.0,86.2,86.0,60.3,65.1,72.0,68.7,85.4
310,²ÜÉú,559052,2024070135249,72.5,88.6,64.2,67.3,83.5,80.1,53.9,91.9,79.7,64.7,50.8
311,ÐíÑÇ,348437,2019120263742,72.4,80.7,49.6,62.2,75.5,66.7,86.2,65.1,85.7,78.8,73.1
312,³ÂÓ½Ïã,356560,2019120946022,72.4,66.8,88.9,73.3,81.9,91.0,81.3,77.8,52.0,55.2,55.9
313,ºÂÔÆ,274728,2021010022813,72.4,51.4,60.0,63.8,84.6,52.3,79.2,84.3,76.1,81.1,90.9
314,Ë®½¡ÌÚ,907639,2021020853967,72.4,69.3,55.6,78.7,88.8,71.0,69.0,50.5,60.0,91.5,89.5
315,À×Ë¼,195066,2021081076607,72.4,60.4,64.5,48.9,92.5,75.9,85.7,73.1,68.3,93.9,60.9
316,·¶èµ·Ò,282970,2021110807069,72.4,63.9,77.8,48.4,64.3,91.1,79.3,87.0,85.6,78.3,48.6
317,Îº¿¡¶¦,368163,2022020436337,72.4,49.7,73.7,64.6,86.4,91.0,70.2,71.6,71.9,94.9,50.2
318,ÇüÉ½ÌÚ,688680,2022070398075,72.4,74.5,58.0,61.6,91.2,54.8,83.5,83.1,70.7,77.6,68.6
319,ñ¼¾§,612300,2024020890059,72.4,72.4,90.5,73.9,76.9,80.8,47.9,83.4,78.4,52.5,66.9
320,Íõº£Ã÷,367419,2024071181970,72.4,48.1,47.4,80.4,54.3,93.1,87.7,88.4,92.9,64.4,67.0
321,ÖÜÇ¿,402229,2018100392924,72.3,50.2,55.7,75.2,74.1,92.4,82.8,81.3,60.9,65.9,84.5
322,Ô¬Ç¿Ñ§,977661,2022020376123,72.3,77.1,93.9,78.4,90.3,68.1,80.9,70.6,68.0,48.5,46.9
323,ê°°²,475301,2023040080105,72.3,70.3,75.3,76.0,93.4,53.3,91.0,90.8,51.0,76.3,46.0
324,±´ÑÇ,754291,2024060599126,72.3,88.4,58.5,52.9,81.2,59.0,90.7,69.1,54.6,94.0,74.7
325,Ñ¦Öéá°,858164,2018030726413,72.2,74.9,68.3,68.9,94.0,74.6,75.7,66.2,55.8,50.5,92.7
326,²·ÒÕçù,047978,2019020697844,72.2,50.9,57.3,88.6,63.7,86.4,63.7,91.2,81.0,57.7,81.6
327,Íõ¼§Ö¦,720619,2019031201928,72.2,69.6,93.4,81.8,88.4,54.0,59.1,47.6,85.1,79.5,63.2
328,á¯²Å,955432,2019120343266,72.2,67.8,51.6,55.1,71.0,78.3,89.4,54.6,70.7,94.5,88.7
329,ÕÅ¾Õ,783288,2021090828842,72.2,50.8,72.8,76.2,79.9,81.7,81.5,67.3,63.8,94.8,53.7
330,Ê±¶«,292329,2022020812946,72.2,93.6,63.9,88.0,46.0,58.6,91.1,62.2,72.1,62.6,84.0
331,ºÎÃ¯¹â,195530,2022080303057,72.2,53.2,78.6,84.6,73.2,68.3,85.8,62.7,60.1,81.9,73.7
332,ÁøË³,449021,2023010392135,72.2,47.8,58.9,68.7,66.2,82.0,75.7,93.7,72.1,82.2,74.8
333,ñÒº£,538519,2023011001947,72.2,66.5,51.1,91.9,73.2,51.3,92.2,80.4,88.0,65.0,62.6
334,ËïÙ»¼Î,154499,2023030139906,72.2,74.6,62.8,52.2,54.6,92.8,46.2,84.4,90.8,91.4,71.9
335,Áº¼Ò,240356,2023030465646,72.2,53.1,75.1,66.2,64.2,89.3,93.4,53.1,51.5,87.4,88.2
336,Ëïº®ÁÕ,705936,2024031243652,72.2,86.4,62.8,80.7,90.4,90.4,56.2,71.3,61.2,72.2,50.8
337,Úùèµè´,305622,2024090102259,72.2,68.2,49.8,76.4,79.0,94.6,60.9,77.1,81.7,74.6,59.2
338,Ë®Áú¶«,348049,2019040764954,72.1,72.6,64.5,93.3,62.6,56.6,93.9,85.7,77.3,50.2,64.7
339,À×ÒãÐÛ,343236,2019091103665,72.1,83.1,70.1,77.7,46.2,60.6,78.5,73.3,68.8,87.5,75.5
340,º«Ê¿,583960,2019091246032,72.1,55.1,63.9,73.7,81.0,94.5,60.3,87.6,52.4,94.2,58.1
341,°²Æ¼,462446,2019110244635,72.1,72.9,75.8,77.3,77.8,69.3,62.3,49.4,73.6,81.6,80.8
342,ÏôÑÅÇä,378516,2021040611635,72.1,58.6,77.9,56.8,62.5,83.2,69.1,60.6,87.0,77.8,87.5
343,·½Ë¬,814561,2018070736170,72.0,74.4,75.8,94.4,46.4,64.8,73.2,87.6,71.1,49.9,81.9
344,ÁºÃÀ,244762,2019090016214,72.0,92.1,60.0,79.4,45.3,81.1,84.0,58.3,75.3,66.0,78.4
345,·Ñ¾ê·¼,952861,2020060606123,72.0,90.2,70.8,54.8,80.0,62.3,81.3,57.1,81.9,66.1,75.7
346,Ê·¾²»ª,698522,2020101012229,72.0,82.1,89.6,48.0,69.3,62.6,90.6,56.0,57.5,82.5,82.0
347,Íô²¨ÐÛ,586548,2021050574840,72.0,81.2,88.8,92.8,71.8,75.9,67.5,48.9,90.3,56.0,47.0
348,ÓàÑã,708325,2021090482523,72.0,67.0,71.5,76.3,75.6,80.3,71.5,47.6,60.1,83.2,87.4
349,²ÜµÂÐÂ,685258,2021100185826,72.0,49.7,84.1,57.8,51.9,88.7,74.9,71.0,92.6,63.5,85.8
350,³Âè¡,434845,2022110654570,72.0,65.5,56.5,86.7,82.5,84.1,54.7,53.5,63.0,87.2,86.1
351,Ö£ÔÆ,436169,2023060356918,72.0,90.8,51.9,88.7,71.8,63.4,88.0,62.1,46.7,89.2,67.5
352,Ã©ÇàÊç,754727,2018010422732,71.9,80.0,82.5,59.6,75.4,92.1,69.1,74.0,67.1,48.2,71.3
353,Ã«ÖÂÎ°,867633,2018071043373,71.9,60.5,78.4,83.5,77.4,62.1,55.6,70.0,66.6,72.4,92.4
354,º«ÉúÌ©,773313,2019050241359,71.9,70.1,65.0,51.3,73.0,93.5,88.0,94.7,67.5,66.4,49.8
355,Ñî¶ð·ï,758862,2019110746273,71.9,61.5,75.7,78.5,82.7,72.1,65.7,81.5,57.4,59.9,83.8
356,ÌÕÈðÔÂ,070903,2022061170366,71.9,49.3,86.0,56.2,66.4,92.5,62.7,80.7,85.1,89.4,50.8
357,ÍôÌ©³½,080710,2023020421022,71.9,81.8,86.3,54.3,59.6,83.3,66.8,76.1,87.9,56.1,66.8
358,·¶ÈðÓñ,866357,2023110545720,71.9,87.7,72.4,79.8,86.0,62.6,47.3,88.2,48.6,76.0,70.8
359,ÖÜ¾û,352051,2024080245169,71.9,52.6,65.1,64.7,51.8,68.3,65.6,80.8,93.3,85.3,91.1
360,ºÎæÃäÞ,985820,2024080672035,71.9,54.3,58.1,78.5,68.3,76.5,88.6,84.6,55.9,82.3,71.7
361,ÆÝÄÈÃ¼,731121,2019090822152,71.8,92.1,66.2,57.3,85.9,72.8,56.4,50.5,74.3,91.4,70.9
362,Ñî³É,114354,2021100965456,71.8,74.9,94.7,58.7,55.8,72.0,64.5,84.4,71.7,61.0,80.7
363,ëø°²,336930,2021120313015,71.8,95.0,75.9,46.3,74.1,89.8,79.2,46.2,65.5,70.6,75.2
364,Îâ´¿óÞ,627758,2022020865830,71.8,73.6,63.0,73.2,75.9,81.2,86.6,83.9,83.9,49.9,47.0
365,ÎÀè¡,412453,2022071145320,71.8,65.7,63.5,56.3,69.7,62.3,74.4,81.9,61.6,93.5,89.2
366,Ã«Êæµ¤,460339,2023010343944,71.8,83.8,51.0,75.6,65.6,45.6,87.9,82.3,91.3,51.4,83.6
367,Ó÷Þ±,831702,2024111030201,71.8,55.7,89.8,65.0,67.9,84.0,52.0,85.7,50.6,87.0,80.0
368,Ë®ÑÞÍñ,251891,2019030019111,71.7,80.4,56.7,53.7,82.8,91.0,81.3,80.9,85.6,58.6,45.9
369,ËÕÇä,507239,2021030213950,71.7,84.3,94.5,67.3,92.3,76.0,56.9,55.3,47.8,50.1,92.3
370,Ê·æ·Õæ,140465,2021060576517,71.7,86.8,93.1,88.5,65.5,66.1,59.7,49.9,52.1,95.0,60.1
371,µÒµÂ,298991,2024030599163,71.7,81.3,65.2,59.8,60.9,73.3,71.9,91.6,51.0,94.8,67.5
372,·ü·¢,434588,2024050578805,71.7,76.4,65.8,69.7,82.0,70.8,73.2,73.9,70.5,83.7,51.4
373,ÐÜÏþ,795897,2024080089736,71.7,79.7,78.9,76.6,80.0,75.3,66.1,62.9,54.6,51.7,91.3
374,ê°È«,250234,2024110623415,71.7,82.9,88.4,74.3,56.8,93.6,60.6,76.6,57.0,45.6,81.2
375,Ã÷Êç,758748,2018040394856,71.6,86.9,89.7,64.5,70.1,49.0,87.8,83.4,87.3,49.7,47.6
376,µÒÈÙ,125088,2019120368806,71.6,68.3,76.5,89.3,57.5,80.3,58.1,64.0,56.8,70.4,94.6
377,Ã×¹ã,663132,2020020433268,71.6,94.1,83.1,51.4,50.4,87.9,86.0,52.2,63.7,67.7,79.6
378,»Æ·Ò»Ý,561504,2020070680444,71.6,86.9,51.6,60.2,88.7,49.3,75.0,70.0,93.8,81.7,58.9
379,ÅÓÁú,292441,2021050964174,71.6,68.9,73.1,73.5,90.0,73.7,58.1,48.7,83.1,53.7,93.2
380,Ë®ÈÙ,867275,2022050247526,71.6,80.9,80.7,51.7,67.4,89.7,50.2,89.5,64.1,69.3,72.4
381,×ÞÑÞ,679491,2024060689115,71.6,68.6,64.3,90.3,50.3,49.3,67.6,90.3,79.3,91.3,64.3
382,ÎºÝ¼Ë¬,029350,2019080775039,71.5,46.2,70.0,48.6,80.3,80.9,89.7,57.7,71.6,92.0,77.9
383,¸ðè´´º,016662,2019101026247,71.5,86.5,53.5,77.5,51.0,65.6,89.8,87.6,59.3,72.9,71.2
384,ÀîÁá,366442,2021031134267,71.5,61.7,80.8,94.4,92.8,66.9,73.5,79.8,47.7,53.0,64.7
385,ÆÝè¡,764682,2021070538211,71.5,93.5,81.4,76.2,46.9,57.7,89.9,77.6,81.2,50.6,59.9
386,½ðÍñ÷ì,878730,2022071133038,71.5,64.2,65.2,90.3,53.3,79.5,80.6,45.8,74.7,85.6,76.1
387,½ðÓÂÇ¿,832345,2023070954559,71.5,64.9,93.7,89.2,54.6,69.3,52.2,49.4,81.3,90.9,69.5
388,ÑîÁ¼,988316,2024070281641,71.5,51.1,53.0,92.7,82.7,94.5,54.7,79.5,86.8,63.5,56.3
389,ÎâÀ½,143973,2024110167374,71.5,86.7,72.4,54.5,84.2,65.2,81.4,54.0,65.2,67.1,84.4
390,·¶Êæ¶ð,510304,2018101180429,71.4,67.5,64.1,94.9,61.2,75.9,55.7,75.2,83.9,46.0,89.6
391,ÇØ¾ü¹ã,421465,2020060206569,71.4,77.1,66.0,79.4,71.2,90.2,63.1,73.7,47.5,71.0,74.4
392,ÏôÊ¿,695952,2020080245246,71.4,89.2,49.4,78.7,63.6,85.5,64.7,85.8,47.5,57.5,92.5
393,Ö£Ñ×Á¼,120434,2021060553421,71.4,72.2,78.8,93.7,76.1,47.5,58.2,91.6,74.5,70.8,50.2
394,ÕÅ½à,001044,2021070184447,71.4,64.2,84.1,81.9,68.1,90.8,48.6,63.0,64.0,77.7,71.4
395,Ã©»ª,599611,2021091251132,71.4,81.6,69.6,77.9,72.7,45.2,48.2,54.6,94.7,76.3,93.0
396,ñ¼ÃÀ,786540,2022010374014,71.4,88.1,57.5,82.1,92.8,55.2,67.3,78.4,59.9,51.8,80.5
397,ÎéºÉ·Æ,634544,2018120094460,71.3,77.5,45.7,85.5,67.8,80.8,64.2,81.0,69.3,48.3,93.1
398,ÂÀ·Æ,671997,2019050969773,71.3,90.6,84.3,53.4,79.3,69.1,89.2,55.1,51.2,49.3,91.9
399,¶­ÔÃ°®,985949,2019060954953,71.3,67.7,94.1,88.8,45.6,86.9,58.0,71.5,45.2,91.6,63.5
400,ÍõÆ¼»¶,304755,2019101045513,71.3,56.1,88.4,66.0,55.1,77.4,67.2,90.5,82.4,68.7,60.9
401,Ç®»Ô,068190,2020100689067,71.3,78.0,66.4,90.9,80.0,50.3,55.5,61.8,83.5,68.0,78.6
402,ÅíÉ¯,123496,2021010589634,71.3,65.0,52.6,89.1,64.8,64.3,92.7,57.7,85.3,93.8,47.5
403,ÎâÐã½à,500497,2018010489764,71.2,91.3,81.6,49.5,66.8,54.2,87.4,73.2,60.4,58.5,89.2
404,ÑÏÓ°,277393,2018050459326,71.2,73.5,88.8,86.5,51.8,57.4,83.6,93.7,62.0,64.9,49.4
405,ÁºÁ¦,894851,2019050215106,71.2,61.6,60.4,60.3,81.4,89.5,89.4,59.1,74.3,77.6,58.1
406,ÁºÈÙ,827319,2019050671967,71.2,94.9,76.3,54.2,51.8,75.5,48.2,83.4,77.1,57.4,92.8
407,ÇØ½¡,330753,2021070995356,71.2,69.4,74.1,60.4,94.3,79.8,59.7,86.7,74.5,51.7,61.4
408,Àî»Û,915447,2023030334709,71.2,84.5,50.8,52.1,87.3,76.5,71.1,54.3,93.1,76.9,65.4
409,Ó÷Ã÷¹â,034442,2023070344215,71.2,73.0,90.6,93.6,51.3,54.1,84.0,78.6,67.1,59.5,59.7
410,ÔÆÝ¼µ¤,734639,2023090643966,71.2,67.2,75.0,61.4,70.3,83.9,51.9,76.9,68.3,86.8,70.3
411,Ö£Æ¼,096506,2024080200675,71.2,88.6,73.0,75.6,81.2,62.0,78.3,60.6,46.8,81.0,64.8
412,ÀÖÖÂ,931980,2024110118047,71.2,73.7,70.2,88.9,59.6,58.6,87.5,59.2,51.4,93.4,69.0
413,¶­ÒÔ,532357,2018020815767,71.1,70.8,76.1,92.6,80.1,53.3,92.7,57.0,93.8,46.8,47.4
414,ÅË½¨,551133,2019070193320,71.1,89.7,87.8,65.8,83.6,73.1,47.1,66.2,57.3,70.0,70.5
415,´÷Ø¹·Ò,807017,2019070201753,71.1,61.1,58.2,53.8,62.8,80.4,88.4,93.9,65.9,70.7,75.6
416,ñÒ³½,837175,2021010157503,71.1,94.9,47.6,65.1,86.6,58.2,68.6,45.3,76.1,91.9,76.9
417,Â³Ó¢,740522,2021010212212,71.1,89.9,85.8,63.8,55.6,59.7,51.9,76.0,90.6,48.8,88.6
418,ÖÜÐÛ,360144,2022100404463,71.1,77.1,89.3,91.5,58.5,81.7,54.7,52.2,60.6,75.4,69.6
419,±å½àæ¼,016487,2024040348754,71.1,93.3,75.3,48.8,91.1,86.6,65.6,70.9,87.9,45.3,46.2
