201805060224,root,1000,69.5,6
wyyzQ,i4oiL,XfCLX,OLxjr,hrbX2,RMqjl
69.1,69.9,69.7,69.5,69.9,69.3
279,²ýÓ¢ÃÎ,302181,2019060218167,73.0,62.7,61.4,74.6,76.7,94.6,68.0
280,Ã×Èð,392666,2020120596673,73.0,54.6,74.4,91.5,94.4,65.2,57.8
281,ÅËÊ¢²ß,131025,2021020102531,73.0,62.5,62.8,53.0,94.8,71.3,93.6
282,Á®ö°,745695,2022030239563,73.0,52.9,84.9,61.0,89.6,57.3,92.4
283,»ª¹ãÖÂ,511815,2023010921567,73.0,90.3,78.8,75.2,51.7,85.7,56.3
284,ÕÔ±ùÇï,781616,2018010671663,72.9,58.2,84.2,81.3,73.5,59.5,80.7
285,Ñ¦ÐÅÈÊ,437758,2018040945831,72.9,82.3,64.8,89.9,48.6,64.8,87.1
286,ºÂ·å,010196,2018110749626,72.9,80.7,57.5,83.1,92.6,46.9,76.7
287,¸ð´¿,614551,2022090885116,72.9,88.1,77.4,81.2,60.8,46.3,83.4
288,ÐÜÓÀ½Ü,954897,2023090069754,72.9,82.3,62.4,45.7,85.6,85.4,76.2
289,Äß¼Ñ,742653,2024080375353,72.9,78.5,68.1,86.8,60.7,59.1,84.3
290,ê°Ôª,203919,2024120351936,72.9,74.3,89.1,69.3,51.0,62.0,91.8
291,Ê·Áú,980557,2018090515770,72.8,55.8,60.4,69.1,86.2,94.9,70.1
292,¿µÆ½Ê¿,955643,2021060904320,72.8,61.2,87.9,67.4,60.9,70.8,88.3
293,¿×ÐÅ·å,452671,2021100627148,72.8,76.2,58.9,66.4,74.8,78.0,82.4
294,Áº¼Ò,240356,2023030465646,72.8,52.7,80.5,66.0,81.7,88.4,67.7
295,²ÜÐÇ,881708,2023050030869,72.8,83.1,67.2,72.2,63.3,57.0,94.1
296,ÕÂÆ®,899684,2023070738462,72.8,74.3,73.7,71.0,78.3,90.0,49.2
297,»ª·Æ,821568,2023100336843,72.8,46.6,59.4,91.2,62.4,89.1,88.0
298,¿µ½¨ÓÂ,982129,2024050652968,72.8,77.5,92.9,64.0,52.3,68.3,81.7
299,º«ÉúÌ©,773313,2019050241359,72.7,94.3,52.8,93.1,60.9,87.4,47.8
300,Òü½¡,820481,2021110328134,72.7,66.0,71.8,58.7,71.3,89.1,79.3
301,´÷è¥,440115,2024050341505,72.7,78.5,90.0,47.0,52.9,92.7,75.3
302,Ã©¸ÕÒå,560134,2018050633402,72.6,68.9,46.2,81.4,82.4,70.5,86.1
303,Ë®Òå¸Õ,735331,2018120203104,72.6,94.6,67.2,59.1,69.9,52.5,92.2
304,ÂÞäÞÁá,350668,2019041006840,72.6,56.7,55.6,82.1,53.7,93.4,94.1
305,ÆîÁÕ,426921,2019050862116,72.6,57.9,60.2,55.3,85.8,89.9,86.4
306,°²ÃÃÕä,671444,2020020254466,72.6,94.4,60.8,55.6,84.6,79.6,60.6
307,ÇØ½¡,330753,2021070995356,72.6,61.9,84.7,79.8,72.2,64.8,72.1
308,ÕÔ¾²,210761,2022060876156,72.6,92.7,73.0,79.6,52.8,70.6,67.0
309,±«âù,236741,2023051174110,72.6,50.0,87.6,66.6,66.1,80.1,85.2
310,Ê·Ë³Òå,386169,2019030856940,72.5,93.9,70.5,54.9,86.3,46.5,83.2
311,ê°Òã,931353,2022010815317,72.5,83.0,82.1,59.7,55.9,86.4,67.8
312,ÑîÁ¼,988316,2024070281641,72.5,90.8,50.4,79.4,72.6,89.7,52.0
313,ÎÀµÂ´ï,691951,2024120705128,72.5,77.4,76.7,66.0,60.8,60.4,94.0
314,Ê©Î°,746883,2019050838332,72.4,62.7,69.6,84.5,76.1,82.8,58.5
315,Îº¼Ò,627814,2022090631452,72.4,90.0,48.9,48.8,82.4,94.5,69.6
316,»ª¶¦,183547,2023030204758,72.4,59.7,90.7,87.0,77.7,58.8,60.2
317,º«Ê¿,583960,2019091246032,72.3,84.9,75.2,49.8,60.4,69.5,94.1
318,Äß·¢,014272,2019100777254,72.3,84.9,49.9,68.8,70.1,90.2,70.1
319,ñÒÖÂ,803704,2019120930401,72.3,69.6,57.4,81.8,47.7,84.3,93.0
320,·üÌÚéª,364573,2018110867355,72.2,81.9,90.1,64.8,49.9,77.4,69.3
321,ÃçæýÐã,660745,2019010514518,72.2,46.8,91.8,56.4,87.6,63.1,87.4
322,µÒ½õ,756067,2020020156738,72.2,55.3,68.1,71.7,70.8,75.4,91.7
323,ÎÀÑÇ,451753,2020020435325,72.2,66.2,74.4,83.5,81.6,45.5,82.2
324,ÁøÌÚ·É,322953,2020100875331,72.2,85.1,90.6,88.2,65.5,55.7,48.3
325,Ð»Ë¼,476875,2021050757507,72.2,94.6,87.7,45.1,47.6,93.0,65.5
326,Æîº½,486854,2021070155448,72.2,93.8,69.2,69.2,81.7,46.0,73.2
327,Ê©Ê÷,975783,2024070548354,72.2,81.3,67.8,92.2,63.7,59.6,68.6
328,±åÐãÝ¼,456898,2024090829832,72.2,76.3,82.9,59.2,67.6,79.1,67.8
329,³ÉÑÒÖÐ,599953,2018070675302,72.1,55.9,89.7,91.9,94.7,47.9,52.7
330,ÅÓ¾ý,696336,2019100843624,72.1,64.5,93.1,46.3,84.3,53.2,91.0
331,Ñî±£ÐÇ,993941,2020060044103,72.1,93.5,81.5,85.7,56.9,54.6,60.5
332,á¯Ýí¾Õ,024881,2021070918127,72.1,90.5,79.6,60.4,88.8,54.5,58.7
333,°Øæý²Ê,863697,2022040559718,72.1,51.3,62.9,75.3,93.5,67.4,82.5
334,½ðÁúÈ«,916975,2022080867542,72.1,50.7,74.4,68.9,84.1,59.4,95.0
335,¿×Èðæ¿,481575,2023011257501,72.1,65.6,89.7,63.0,79.9,88.8,45.7
336,±´¹úº½,965064,2023110366415,72.1,68.4,94.9,69.2,91.2,47.0,62.2
337,Ò¦Ö¦,271376,2024050707649,72.1,81.4,51.1,76.6,73.7,60.2,89.8
338,·ïÑ§,891346,2019010134603,72.0,82.2,48.4,85.0,85.9,63.2,67.6
339,ÇØÄÈÓ°,217922,2019080652228,72.0,50.3,59.3,51.9,86.5,92.8,91.4
340,³£Þ±Ù»,819065,2021100136542,72.0,74.8,60.2,82.0,58.7,94.7,61.5
341,Úù¾²èµ,164665,2023041196566,72.0,49.1,66.0,93.0,57.2,82.5,84.0
342,¼Æ»Ô,978972,2024011097211,72.0,73.6,94.0,79.1,55.6,74.3,55.7
343,Ñ¦·¼,000484,2024020408426,72.0,72.9,81.9,90.7,46.5,49.0,90.8
344,Âí»·,505091,2020081079120,71.9,84.0,45.8,72.0,73.6,78.4,77.5
345,ÒóÐÛº½,533732,2021080783248,71.9,59.3,56.9,88.9,92.2,59.5,74.3
346,Óáèµ¾ý,605141,2023011064144,71.9,91.7,56.1,74.4,60.8,76.0,72.6
347,ñ¼¾§,612300,2024020890059,71.9,61.3,71.4,64.2,74.6,79.3,80.6
348,Ã×Ã÷,530475,2024080627502,71.9,70.2,57.5,86.5,81.2,75.4,60.4
349,ÏôÔÂçù,438487,2018090458701,71.8,70.9,88.4,63.3,81.4,70.1,56.6
350,Äß±ù,335113,2019090751344,71.8,87.7,93.0,63.3,45.7,70.9,69.9
351,Ô¬Ñ×·É,603714,2020070161416,71.8,58.6,80.9,70.0,68.3,90.7,62.4
352,·¶èµ·Ò,282970,2021110807069,71.8,49.9,59.7,69.5,90.3,72.8,88.6
353,¸µ¿µ¶«,287508,2022091090813,71.8,65.6,94.4,87.7,66.4,68.7,47.9
354,Îâ·²,827764,2023040636440,71.8,70.2,92.5,50.2,62.8,72.8,82.2
355,°ØÇÉÈØ,731086,2024040128640,71.8,78.5,70.3,70.0,73.1,91.7,47.3
356,·ïÒã¾û,437136,2024060703603,71.8,83.9,79.7,46.2,63.0,66.6,91.2
357,×ÞÐË¸Õ,278272,2018101067269,71.7,64.2,59.5,60.5,68.8,90.0,87.4
358,Óà¾ýÂ¶,469474,2020060117438,71.7,83.8,67.1,78.6,53.3,84.3,63.2
359,ÆÝÒå,314087,2021060808756,71.7,86.5,62.6,85.2,69.9,72.1,54.0
360,Íô¼§·Æ,761928,2022091022848,71.7,77.2,60.6,71.7,71.3,78.0,71.3
361,ÑÏ¸£,015429,2020040912919,71.6,80.7,85.9,94.7,48.2,50.1,69.8
362,ñ¼æ¼,034542,2020101114240,71.6,62.2,51.7,86.5,84.2,61.8,83.3
363,ÔÆÏþÜç,040118,2021050281802,71.6,52.3,67.4,55.6,92.3,71.9,90.4
364,»ªÎ°ÎÄ,455603,2018020830344,71.5,94.9,55.6,75.3,83.0,71.7,48.6
365,Òó×Ó,190679,2020080187930,71.5,64.2,91.1,48.0,85.7,49.7,90.2
366,Ç®åûÓ±,553004,2022080390474,71.5,59.8,93.7,56.9,61.3,84.1,73.4
367,³ÂÊ¢,226001,2018010710167,71.4,67.4,53.8,93.8,84.1,76.7,52.8
368,ËÎÒÔË³,765219,2018091031912,71.4,90.2,72.9,89.9,61.6,59.0,54.9
369,ÆÝÄÈÃ¼,731121,2019090822152,71.4,58.7,71.0,72.9,80.7,59.4,85.6
370,ÓáÝ¼Óð,183177,2020081107720,71.4,48.2,83.4,47.4,93.9,72.0,83.3
371,ñÒ³½,837175,2021010157503,71.4,53.1,50.0,94.1,82.6,90.0,58.5
372,Òü±òè¡,195111,2021120791140,71.4,92.1,64.6,59.4,90.1,45.7,76.6
373,Ö£Á«¹ð,096542,2023051024261,71.4,82.9,48.0,58.7,90.1,77.7,70.8
374,Ã©»¶¹ð,057784,2022100478461,71.3,72.5,80.5,83.5,63.9,68.3,59.4
375,ÂÞÓ±,507231,2022100813143,71.3,49.1,78.2,65.0,65.6,80.2,90.0
376,½ªÑ§,189012,2022111131228,71.3,87.3,69.5,66.9,54.1,76.6,73.6
377,ÅíÂ¶Ü°,043767,2022120786763,71.3,58.0,48.1,85.1,75.0,91.3,70.2
378,²ý¸»,743210,2023030671073,71.3,77.6,55.0,82.1,70.9,54.5,87.6
379,ÕÔÖ¾,184606,2018080680657,71.2,89.2,61.6,60.7,56.0,78.3,81.2
380,·ïÜø,449109,2018100430901,71.2,83.7,58.1,51.7,62.9,80.3,90.4
381,Á®ºë,674674,2020060267466,71.2,61.2,83.0,76.5,64.5,74.7,67.3
382,Ç®»Ô,068190,2020100689067,71.2,58.0,86.7,71.2,85.2,67.5,58.9
383,Åí¸»Á¼,251281,2022050868166,71.2,45.7,76.1,54.4,82.1,74.0,94.7
384,ÎÀ¾ý,182323,2022090302312,71.2,68.4,81.0,62.5,91.9,53.0,70.7
385,½ª¾ê,808453,2023030405347,71.2,94.3,56.4,77.5,79.9,56.3,62.9
386,ÕÅ¾û¶¦,906576,2023090907620,71.2,61.1,94.5,87.3,61.3,68.6,54.7
387,Ò¦ÐËÆ½,062321,2018061212159,71.1,58.2,71.3,94.5,88.0,45.6,68.8
388,³ÂÎÄ,164507,2018071090768,71.1,90.8,77.9,64.4,46.5,55.6,91.5
389,ÃÏÕê½õ,645768,2019030806859,71.1,93.3,72.0,58.6,89.1,52.6,60.8
390,¿µÑ×,596899,2020070159909,71.1,68.8,67.0,64.0,67.3,75.1,84.1
391,ëøÈð¾Õ,050078,2021030347870,71.1,94.6,56.9,76.4,54.7,75.1,69.0
392,ÎÀè¡,412453,2022071145320,71.1,80.5,73.9,65.4,71.1,52.7,83.0
393,ÆîÐÂ,266633,2022071203371,71.1,52.7,74.6,81.8,73.3,71.3,73.2
394,ÆëÜç,247814,2018041091429,71.0,47.2,66.7,93.1,54.9,88.9,75.1
395,½ª÷ì,188122,2018070732202,71.0,58.6,52.0,89.8,46.0,88.3,91.3
396,Óà³É·ç,865314,2018080901430,71.0,75.4,74.8,63.8,91.0,51.1,69.8
397,±«ÒË,562277,2018120507720,71.0,77.1,77.3,46.7,56.4,84.4,84.4
398,ÌÆÊÀ,838510,2019050011054,71.0,80.2,87.5,55.9,75.7,63.7,62.9
399,ºØÌÚéª,718555,2021030285533,71.0,59.1,73.0,63.6,77.8,91.3,61.2
400,ÞÉÇ¿,580072,2021040067229,71.0,49.8,85.4,72.8,75.7,61.3,80.7
401,Öì´ï°²,618650,2023070665075,71.0,69.6,65.8,80.5,63.7,81.1,65.5
402,·ïÁ«,726152,2023100275241,71.0,77.1,65.1,82.7,55.1,51.9,93.9
403,Æ¤Ï£ÇÙ,761898,2021120659804,70.9,67.5,84.1,47.1,93.8,50.7,82.2
404,ÂíºÉÔ°,122763,2022030766310,70.9,73.0,65.1,58.3,72.5,79.7,76.7
405,¸ðÈØè´,110457,2024050895766,70.9,47.6,66.4,50.2,85.4,94.1,81.5
406,ÂÞÜ°Ö¦,480118,2018010351850,70.8,53.3,68.6,71.2,87.4,54.7,89.8
407,Òó·å,709527,2018110182734,70.8,80.1,77.1,46.8,50.4,90.9,79.4
408,Ö£Ï¼,103063,2019110286370,70.8,89.1,49.0,73.6,94.0,54.9,64.3
409,Ñ¦Ã¼,893285,2022040708567,70.8,57.4,87.2,75.7,45.3,73.9,85.5
410,¿×·çË³,339842,2022090594221,70.8,83.1,65.7,59.5,92.3,75.6,48.6
411,Ð»×Ó,813187,2023070498707,70.8,76.5,76.1,57.8,77.2,59.3,78.0
412,ÒüÀûÐÐ,718297,2020070049742,70.7,83.7,86.2,81.0,48.8,58.8,65.8
413,Îâ½¨,950011,2021030741172,70.7,58.0,78.4,65.2,90.5,75.9,56.1
414,ÎÀ¹â,275723,2021040772348,70.7,92.8,48.4,61.3,57.8,81.7,82.2
415,±å½àæ¼,016487,2024040348754,70.7,58.3,78.2,47.9,61.7,91.3,86.9
416,Ö£Ö¥,575768,2019031236806,70.6,87.7,59.4,46.8,68.0,89.9,71.6
417,ÓÈÐÐ,175240,2020020984008,70.6,48.8,71.8,79.6,92.9,55.6,74.9
418,Ê·æ«,145428,2021050502808,70.6,55.9,76.2,47.9,65.5,94.3,83.8
419,ÌÕÄþ,511051,2021110085128,70.6,64.0,87.8,63.4,85.2,74.5,48.7
420,ÛºÝº,662569,2022021146915,70.6,87.3,63.2,90.0,55.0,70.7,57.3
421,±Ï·å,873023,2023090862347,70.6,79.9,69.1,85.1,50.1,66.9,72.7
422,ÚùÄÈ,619319,2024090091914,70.6,79.2,84.7,68.6,61.6,66.7,62.9
423,°ØÖ¦ÁÕ,258447,2018020354755,70.5,68.1,82.7,94.8,58.3,52.4,67.0
424,ÂÀ·Æ,671997,2019050969773,70.5,51.1,86.6,77.4,67.8,91.5,48.8
425,»ª·å,056515,2020030301557,70.5,74.9,68.3,89.7,52.4,59.1,78.5
426,ÅíÉ¯,123496,2021010589634,70.5,82.5,59.2,89.7,57.2,79.8,54.8
427,Äß·ã,837392,2021020709271,70.5,67.9,92.0,59.9,58.5,75.7,69.2
428,·ü¾û,207298,2021040489813,70.5,53.5,81.7,77.3,89.9,58.8,61.9
429,¼ÍÊ±,810714,2021091081437,70.5,45.7,83.2,77.6,79.6,61.9,75.2
430,Ë®ºÉ,437658,2024010505839,70.5,58.6,69.3,81.9,70.8,57.5,84.9
431,·ü·¢,434588,2024050578805,70.5,67.6,77.8,91.7,68.8,54.9,62.1
432,ÂÀÑþÄþ,277815,2020120811558,70.4,48.5,63.5,77.8,67.3,73.0,92.0
433,ÎÀÊç,561231,2022070683126,70.4,56.0,49.2,91.4,78.7,69.8,77.5
434,²·ÊÀÑ×,436756,2022071195657,70.4,62.0,49.9,80.4,63.6,89.4,77.1
435,¿µÊç»ª,252299,2024030839906,70.4,53.9,89.3,72.9,89.8,66.8,49.7
436,ÃÏÁ¦,694605,2024051220520,70.4,45.1,85.1,73.4,60.2,67.8,91.0
437,ºÎæÃäÞ,985820,2024080672035,70.4,57.4,60.0,70.6,76.9,70.9,86.8
438,Íõ»ª,322656,2018090805649,70.3,73.7,67.4,80.9,60.4,65.5,73.9
439,ÌÕµ¤,194457,2019051185762,70.3,63.6,71.7,73.0,81.5,70.0,61.8
440,²ý±òÔª,120368,2020100976861,70.3,82.9,51.0,67.1,51.6,80.5,88.7
441,ÂÀÒÇ,281539,2021110333974,70.3,59.3,93.2,47.7,89.5,52.1,80.1
442,ÁøË³,449021,2023010392135,70.3,67.4,58.3,69.8,85.0,66.4,75.0
443,ê°°²,475301,2023040080105,70.3,53.9,89.2,47.0,78.2,79.5,74.0
444,ÓíÐÇ,969605,2020050320532,70.2,78.3,64.1,59.3,72.3,75.9,71.6
445,ÎâÖ¦,543113,2020050771333,70.2,57.2,72.7,81.6,82.9,62.4,64.5
446,¼ÆµÂ,841012,2020060901202,70.2,53.8,50.9,80.2,74.0,71.8,90.3
447,¶­±ò,904635,2020121183548,70.2,54.8,65.9,68.1,58.2,85.4,88.6
448,ÎºÜ°¶ð,584632,2022010663237,70.2,79.2,72.1,53.2,70.3,51.1,95.0
449,ÀÉÑ©Ñã,300200,2018081180012,70.1,48.1,73.6,63.1,83.3,66.1,86.4
450,·¶Öñ¹ð,104119,2020011121936,70.1,56.9,58.4,55.9,63.0,93.8,92.8
451,ÁºæÃ,031834,2020100913469,70.1,82.2,80.7,56.6,62.4,87.0,51.6
452,ÀîÒÕ,426488,2021060898874,70.1,73.8,67.4,86.5,79.9,63.7,49.4
453,Ê·ÈÚ,030603,2022040170325,70.1,57.9,59.9,92.9,60.0,61.6,88.1
454,ÃÏÊ¢,869024,2024010232466,70.1,85.3,61.9,71.3,52.0,85.3,65.1
455,±´Â¶Ó¢,136664,2019020396421,70.0,60.3,87.2,45.6,93.5,52.9,80.2
456,ÕÅ²ÅÐÛ,279297,2019090439717,70.0,45.7,92.8,90.1,78.5,60.5,52.4
457,¸ð·ïèµ,105183,2021080738324,70.0,86.7,77.6,88.6,67.9,53.2,46.3
458,ëø°²,336930,2021120313015,70.0,51.4,75.2,79.6,59.7,93.4,60.8
459,±´¼ÎÜ°,418220,2022030492055,70.0,77.5,72.4,75.6,47.0,60.5,86.8
460,½ðÓÂÇ¿,832345,2023070954559,70.0,93.4,46.2,81.3,71.4,57.9,69.9
461,ÅÓÃ·ÔÆ,538138,2023090553810,70.0,48.7,48.4,85.9,90.6,85.3,60.8
462,½¯³½,571226,2023091182664,70.0,91.6,65.6,94.6,62.5,52.3,53.7
463,¼ÍÔÂ,212275,2024070347514,70.0,66.7,79.5,60.6,57.9,85.1,70.4
464,ÂÞ¿µ²¨,193240,2024101024009,70.0,86.4,92.2,54.6,57.6,77.1,51.9
465,ÍõéÅÒå,494275,2018030977558,69.9,57.8,76.0,74.4,66.0,70.5,74.6
466,ËÕÈÊÌ©,572569,2018080726964,69.9,85.6,88.5,69.8,55.7,69.2,50.5
467,À×ÒãÐÛ,343236,2019091103665,69.9,84.4,58.8,50.7,87.3,63.3,74.9
468,ÞÉÝº,551580,2020050418068,69.9,69.8,60.8,68.9,72.9,73.8,73.4
469,Ê±Ü¿Êæ,241769,2021081126936,69.9,84.3,72.1,76.9,63.5,66.2,56.4
470,±´º£Äþ,369761,2018101186103,69.8,72.1,51.5,45.2,89.8,94.9,65.4
471,·¶É½Îä,250361,2019010716164,69.8,60.6,80.8,94.9,69.7,65.2,47.8
472,Ñîæ«,316435,2019011003538,69.8,79.1,51.9,77.8,62.8,87.6,59.4
473,ÀÉ·¢Ê÷,165870,2019011227063,69.8,71.2,91.3,59.0,63.6,50.4,83.3
474,Ç®¶¦Á¦,177532,2020060823242,69.8,85.1,77.8,58.9,54.3,48.0,94.7
475,²ÜÑÒÁ¦,851176,2020070297609,69.8,50.4,90.9,48.6,89.3,52.5,87.3
476,ÖìÆ®æµ,973121,2021030132116,69.8,53.8,91.4,83.6,45.7,80.3,64.2
477,ËÎ¾ê,334347,2023060814701,69.8,88.7,88.3,45.9,54.7,77.7,63.7
478,±«ÑþÖé,771252,2024010725262,69.8,63.6,88.6,66.2,80.4,50.5,69.3
479,ÐíæÂÈð,633639,2024031123923,69.8,93.9,62.0,65.7,47.9,84.5,64.9
480,ÐíÖÐÊ¢,581189,2020030748952,69.7,56.8,67.3,70.9,84.1,81.7,57.3
481,¼ÍÀó,980198,2018110739813,69.6,88.7,82.1,70.1,56.6,53.7,66.4
482,ÑÏ·¢ÖÂ,063343,2019020034314,69.6,93.2,89.6,91.8,47.4,46.2,49.6
483,ÎâÖ¾,770473,2019060027306,69.6,56.6,74.7,93.7,84.5,61.9,46.4
484,ÐíÑÇ,348437,2019120263742,69.6,60.7,89.6,46.3,63.2,72.9,84.6
485,¼Í»·Ó±,926068,2019120836814,69.6,59.9,89.1,58.3,72.6,55.2,82.6
486,ê°Äþ¾ý,447453,2020080275334,69.6,47.9,63.4,66.8,88.5,70.4,80.4
487,Æ¤Ê÷,910689,2021030498903,69.6,57.6,45.0,88.1,62.4,94.9,69.5
488,ÕÅ½à,001044,2021070184447,69.6,59.9,68.2,49.2,88.1,78.3,74.0
489,¹ËÃÃ,454206,2024020810607,69.6,72.1,73.1,59.7,93.8,70.1,48.7
490,ÃÏË¬,742914,2024031161442,69.6,52.6,59.5,87.2,94.7,65.8,57.6
491,ÌÀçþËØ,449406,2024050160669,69.6,72.4,87.4,90.4,48.0,50.9,68.3
492,ÄÂÖñ½õ,526260,2020040856056,69.5,86.4,78.6,45.6,66.8,79.9,59.5
493,Àîæý½õ,015088,2020071088821,69.5,76.0,70.9,84.4,55.7,48.4,81.3
494,»¨ÈÚÔÆ,571831,2024101183142,69.5,59.6,49.8,67.5,75.7,78.6,86.0
495,»ª¼ÒÁ¼,869952,2024110995270,69.5,93.1,86.2,45.4,52.8,76.0,63.8
496,ÌÕÃú¿¡,406048,2018010404813,69.4,91.9,64.6,89.6,53.0,51.4,66.1
497,ÍôÒ¶,463862,2018040716203,69.4,55.1,74.6,55.0,92.4,67.8,71.3
498,·ëæ¿,206293,2019090149306,69.4,83.4,52.1,79.9,83.9,56.3,60.8
499,»ª´ÏÀ¼,651925,2019100322512,69.4,55.4,91.9,82.4,50.2,89.5,46.8
500,Ò¦ÎÄ,575996,2019120789657,69.4,81.4,79.3,85.9,49.3,70.5,50.0
501,²Ü¹ú»Ô,922304,2022020410431,69.4,78.1,47.9,87.0,59.7,64.2,79.7
502,ÇØ¹âÎ°,416212,2022120291221,69.4,76.1,72.9,47.2,89.0,69.0,62.3
503,Ã«Êæµ¤,460339,2023010343944,69.4,91.8,59.1,77.5,68.4,53.8,65.6
504,ÎâÉº·Æ,454604,2023120140438,69.4,64.0,90.5,69.4,74.2,52.7,65.3
505,ÆëÏþÇà,796117,2024100741759,69.4,47.9,77.2,86.9,54.7,63.7,86.2
506,Öì°®,211428,2018050362822,69.3,89.7,63.7,46.1,94.2,62.8,59.1
507,ÁºÈÙ,827319,2019050671967,69.3,64.4,57.3,57.2,61.4,84.6,91.2
508,ÎºÉúÉ½,547610,2019060561019,69.3,72.2,83.0,71.7,67.0,65.6,56.2
509,ÏôÊ¿,695952,2020080245246,69.3,58.6,85.3,92.4,48.3,85.9,45.1
510,Ñ¦á°ÑÇ,904910,2020120261025,69.3,71.9,61.5,78.1,65.7,55.2,83.6
511,ÆîÃ¼Ó¢,795794,2022040139456,69.3,67.3,76.6,78.9,69.9,49.1,73.8
512,Úùèµè´,305622,2024090102259,69.3,56.8,58.3,76.1,92.9,82.2,49.5
513,·¶Êæ¶ð,510304,2018101180429,69.2,66.3,87.4,51.8,88.4,73.5,48.1
514,ÎéºÉ·Æ,634544,2018120094460,69.2,86.0,91.4,81.4,53.1,56.1,47.3
515,¼ÆÁú±ò,644163,2019020786323,69.2,70.7,53.1,81.9,82.2,67.9,59.4
516,ÎÀÖÂ,555640,2019080114063,69.2,93.7,49.1,50.2,74.1,60.9,87.2
517,ºÍÐÇÉú,429629,2020120662942,69.2,52.6,76.8,72.4,84.0,79.4,49.7
518,Ô¬²ÊÒÕ,162711,2021070201123,69.2,72.1,74.2,51.8,88.2,71.2,57.6
519,ÂÀ»Ô,543150,2023100365039,69.2,94.0,53.6,67.4,50.4,64.3,85.8
520,¼ÆÄþ,524690,2019080129069,69.1,46.9,77.7,59.3,89.7,71.0,69.8
521,¼ÍÈÊÊ±,066584,2020031118465,69.1,76.2,52.8,70.3,52.2,83.3,79.7
522,¸ðÏöÔÃ,832224,2020050322457,69.1,48.1,70.6,86.5,64.6,84.9,59.7
523,¸ðäÞÔÃ,851748,2023020334801,69.1,66.2,89.0,84.8,57.9,52.7,63.9
524,Ãçæ¯´ä,390847,2024060494730,69.1,57.8,93.3,65.2,70.0,68.8,59.6
525,Ó÷Þ±,831702,2024111030201,69.1,67.5,68.9,54.4,86.8,48.3,88.9
526,Óá·å,699612,2019050381273,69.0,62.0,72.4,78.5,55.3,68.5,77.2
527,·ïÉºóÞ,338393,2019070889332,69.0,62.0,76.6,56.4,91.8,70.9,56.5
528,Ñ¦³½¸»,820687,2019100928729,69.0,90.0,52.2,54.7,65.1,77.6,74.6
529,±´Üø,229184,2019120788433,69.0,81.0,78.6,84.0,59.7,48.5,62.5
530,±åÇÉÀó,194477,2020020077773,69.0,78.6,84.0,66.2,45.5,62.1,77.6
531,»¨ÈÙ,607125,2020060472516,69.0,90.1,73.9,62.3,91.9,46.0,49.8
532,ê°ÔÆ,371267,2020120196731,69.0,80.7,72.3,45.0,83.4,52.8,79.5
533,ºÂÇï,323459,2021010745907,69.0,90.3,69.1,74.6,69.1,58.6,52.0
534,ÎºÈï¾ý,344903,2021010750317,69.0,90.0,75.1,91.4,55.1,48.4,53.7
535,²·Á¦Á¼,171414,2021030491416,69.0,68.3,48.1,47.8,90.0,83.3,76.2
536,ÏôÀó,549738,2021070773819,69.0,56.7,60.7,85.8,85.5,59.2,66.1
537,ÕÔ²¨ÐÇ,700030,2022030023062,69.0,90.2,57.0,73.6,47.3,91.4,54.7
538,·ïÈÙèµ,322302,2022080150232,69.0,49.4,69.6,71.3,85.3,90.9,47.7
539,ÓÈµÂÉ½,356222,2022110432215,69.0,85.9,86.3,47.3,52.0,88.8,53.5
540,»Æçù,282947,2019080904749,68.9,65.0,52.6,78.8,67.7,79.5,70.1
541,ÅíÓ¢ÕÑ,637251,2021110615144,68.9,60.4,52.8,67.3,71.1,77.4,84.1
542,¿µæÃÏ£,695094,2018090979412,68.8,69.7,83.8,56.4,84.6,53.1,65.3
543,ÄÂ×Ó,283098,2019071089830,68.8,59.9,79.4,59.1,51.9,93.0,69.5
544,³£ÕêÒÇ,342499,2019120609972,68.8,85.9,77.0,46.5,76.3,67.6,59.7
545,ÎÀ³ÉÓÂ,845398,2022060109840,68.8,68.6,54.9,78.8,55.8,80.1,74.7
546,Ñ¦¿É,680132,2022091053206,68.8,53.8,85.8,76.7,46.6,66.8,83.1
547,ÄÂºÉ,065780,2022101098074,68.8,61.4,54.0,91.8,83.4,52.0,70.0
548,¸ðÏãÀò,215175,2023110137514,68.8,48.0,82.7,82.8,72.8,59.4,66.8
549,ÁºÖ¾¿¡,222100,2023110770014,68.8,73.3,80.8,50.7,59.8,61.1,87.1
550,ÅËº½Ñ×,408334,2023120763408,68.8,85.6,45.3,89.2,49.5,86.7,56.4
551,¿µè´,325990,2024031129036,68.8,71.5,55.3,75.6,47.6,88.6,73.9
552,¼Í¼Î,287862,2018010966237,68.7,89.0,67.8,55.3,55.3,74.2,70.8
553,ÀîÈÙ,870633,2022060813363,68.7,78.6,93.1,56.3,54.9,75.5,53.6
554,ÂíÝººÉ,487369,2019070636929,68.6,69.1,78.1,67.8,49.5,53.4,93.6
555,±´¶¦¶¦,542454,2019091055444,68.6,48.7,74.2,47.6,90.2,90.6,60.3
556,Òü³½,142592,2020030449209,68.6,54.1,89.9,57.4,60.0,89.0,61.4
557,Ã÷º£²ß,221953,2020080945338,68.6,47.9,48.3,66.6,92.1,73.2,83.7
558,ÒüË³ÈÊ,563618,2021091191855,68.6,78.3,57.5,87.2,65.2,69.4,54.2
